wkt_geom,geocod,mun,uf,fev_25,fev_26,fev_27,fev_28,fev_29,mar_01,mar_02,mar_03,mar_04,mar_05,mar_06,mar_07,mar_08,mar_09,mar_10,mar_11,mar_12,mar_13,mar_14,mar_15,mar_16,mar_17,mar_18,mar_19,mar_20,mar_21,mar_22,mar_23,mar_24,mar_25,mar_26,mar_27,mar_28,mar_29,mar_30,mar_31
Point (-37.81926399999999688 -7.53430700000000009),2508000,JURU,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-37.91508999999999929 -6.59420900000000021),2508109,LAGOA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.37704399999999794 -6.67059900000000017),2508208,LAGOA DE DENTRO,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.85143999999999664 -7.15841200000000022),2508307,LAGOA SECA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-38.17921799999999877 -6.51653099999999963),2508406,LASTRO,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-36.94862899999999684 -7.37900299999999998),2508505,LIVRAMENTO,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.44329900000000322 -6.61537099999999967),2508554,LOGRADOURO,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-34.87460899999999953 -6.89884900000000023),2508604,LUCENA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-37.4281610000000029 -7.25704900000000031),2508703,MÃE D'ÁGUA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-37.51777599999999779 -6.90718500000000013),2508802,MALTA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.12389300000000247 -6.83371499999999976),2508901,MAMANGUAPE,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-38.15307200000000165 -7.7046140000000003),2509008,MANAÍRA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.01392400000000293 -6.77005400000000002),2509057,MARCAÇÃO,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.31854200000000077 -7.05638400000000043),2509107,MARI,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-38.35539599999999893 -6.84467400000000037),2509156,MARIZÓPOLIS,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.73751500000000192 -7.180199),2509206,MASSARANDUBA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.04855799999999988 -6.60051900000000025),2509305,MATARACA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.77093700000000354 -7.12116799999999994),2509339,MATINHAS,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-37.71157300000000134 -6.54263300000000037),2509370,MATO GROSSO,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-37.35043399999999991 -7.26593),2509396,MATURÉIA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.48242499999999922 -7.3094809999999999),2509404,MOGEIRO,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.95827500000000043 -7.08909599999999962),2509503,MONTADAS,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-38.58365700000000231 -7.20952600000000032),2509602,MONTE HOREBE,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-37.12268100000000004 -7.89221699999999959),2509701,MONTEIRO,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.46514299999999764 -7.02788599999999963),2509800,MULUNGU,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.55614500000000078 -7.64097899999999974),2509909,NATUBA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-38.318913000000002 -6.91270100000000021),2510006,NAZAREZINHO,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-36.20249499999999898 -6.45614000000000043),2510105,NOVA FLORESTA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-38.04104999999999848 -7.47684299999999968),2510204,NOVA OLINDA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-36.41871299999999678 -6.6766059999999996),2510303,NOVA PALMEIRA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-37.75268599999999708 -7.22497300000000031),2510402,OLHO D'ÁGUA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-36.24366500000000002 -6.98822600000000005),2510501,OLIVEDOS,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-37.15437899999999871 -7.61865199999999998),2510600,OURO VELHO,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-36.65832400000000035 -7.31669999999999998),2510659,PARARI,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-37.054392 -7.13281999999999972),2510709,PASSAGEM,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-37.27691300000000041 -7.0244920000000004),2510808,PATOS,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Point (-37.62105600000000294 -6.59406200000000009),2510907,PAULISTA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-38.07224599999999981 -7.42656399999999994),2511004,PEDRA BRANCA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-36.47205000000000297 -6.75788100000000025),2511103,PEDRA LAVRADA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.11317799999999778 -7.40153899999999965),2511202,PEDRAS DE FOGO,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-37.92651899999999898 -7.19256999999999991),2511301,PIANCÓ,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-36.34704599999999886 -6.51013600000000014),2511400,PICUÍ,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.25988000000000255 -7.25988800000000012),2511509,PILAR,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.61554100000000034 -6.86922099999999958),2511608,PILÕES,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.53058599999999956 -6.84056900000000034),2511707,PILÕEZINHOS,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.49771599999999694 -6.78080000000000016),2511806,PIRPIRITUBA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-34.81392999999999915 -7.4824130000000002),2511905,PITIMBU,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-36.05644199999999699 -7.07861700000000038),2512002,POCINHOS,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-38.497166 -6.40717599999999976),2512036,POÇO DANTAS,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-38.50999999999999801 -6.57691900000000018),2512077,POÇO DE JOSÉ DE MOURA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-37.79826700000000272 -6.76985499999999973),2512101,POMBAL,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-37.08233400000000302 -7.69698300000000035),2512200,PRATA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-37.99366400000000255 -7.73386599999999991),2512309,PRINCESA ISABEL,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.95849400000000173 -7.14890700000000034),2512408,PUXINANÃ,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.8994339999999994 -7.360792),2512507,QUEIMADAS,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-37.1470989999999972 -7.03081800000000001),2512606,QUIXABÁ,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.79583300000000179 -6.96629300000000029),2512705,REMÍGIO,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.29300599999999832 -6.64447100000000024),2512721,PEDRO RÉGIS,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.66272200000000225 -6.5426770000000003),2512747,RIACHÃO,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.65538800000000208 -7.25059499999999968),2512754,RIACHÃO DO BACAMARTE,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.26124300000000034 -7.15150400000000008),2512762,RIACHÃO DO POÇO,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-36.1567099999999968 -7.69029499999999988),2512788,RIACHO DE SANTO ANTÔNIO,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-37.65383500000000083 -6.43649399999999972),2512804,RIACHO DOS CAVALOS,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.0788519999999977 -6.80844900000000042),2512903,RIO TINTO,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-36.84550300000000078 -7.10303500000000021),2513000,SALGADINHO,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.44330200000000275 -7.3553569999999997),2513109,SALGADO DE SÃO FÉLIX,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.87747399999999942 -7.74290599999999962),2513158,SANTA CECÍLIA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-38.06055599999999828 -6.53501400000000032),2513208,SANTA CRUZ,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-38.64278999999999797 -6.71869400000000017),2513307,SANTA HELENA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-38.55960000000000321 -7.62777999999999956),2513356,SANTA INÊS,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-36.921678 -6.87186300000000028),2513406,SANTA LUZIA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-38.33258099999999757 -7.55121299999999973),2513505,SANTANA DE MANGUEIRA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-37.98504299999999745 -7.38764399999999988),2513604,SANTANA DOS GARROTES,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-38.47915199999999913 -6.48405499999999968),2513653,SANTARÉM,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-34.96583900000000256 -7.13808500000000024),2513703,SANTA RITA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-37.44171800000000161 -7.08419199999999982),2513802,SANTA TERESINHA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-36.6309749999999994 -7.22048899999999971),2513851,SANTO ANDRÉ,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-37.44935000000000258 -6.4893080000000003),2513901,SÃO BENTO,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-37.72272099999999995 -6.89030900000000024),2513927,SÃO BENTINHO,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-36.43592900000000157 -7.63299099999999964),2513943,SÃO DOMINGOS DO CARIRI,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-37.9426029999999983 -6.81592500000000001),2513968,SÃO DOMINGOS,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-38.09714100000000059 -6.61927999999999983),2513984,SÃO FRANCISCO,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-36.53152099999999791 -7.39020100000000024),2514008,SÃO JOÃO DO CARIRI,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-36.8457429999999988 -8.08104299999999931),2514107,SÃO JOÃO DO TIGRE,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-38.1577699999999993 -6.94423100000000026),2514206,SÃO JOSÉ DA LAGOA TAPADA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-38.29782300000000106 -7.24915999999999983),2514305,SÃO JOSÉ DE CAIANA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-37.32511499999999671 -6.84417999999999971),2514404,SÃO JOSÉ DE ESPINHARAS,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.3779609999999991 -7.24712699999999987),2514453,SÃO JOSÉ DOS RAMOS,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-38.50107500000000016 -7.12087000000000003),2514503,SÃO JOSÉ DE PIRANHAS,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-38.09880299999999664 -7.74296900000000043),2514552,SÃO JOSÉ DE PRINCESA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-37.30924499999999711 -7.16091500000000014),2514602,SÃO JOSÉ DO BONFIM,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-37.35383000000000209 -6.21291499999999974),2514651,SÃO JOSÉ DO BREJO DO CRUZ,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-36.79749300000000289 -6.77553099999999997),2514701,SÃO JOSÉ DO SABUGI,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-36.80277800000000354 -7.39264299999999963),2514800,SÃO JOSÉ DOS CORDEIROS,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-37.09485699999999753 -6.93022799999999961),2514909,SÃO MAMEDE,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.21045099999999906 -7.2492340000000004),2515005,SÃO MIGUEL DE TAIPU,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.86641399999999891 -7.10094600000000042),2515104,SÃO SEBASTIÃO DE LAGOA DE ROÇA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-37.00841700000000145 -8.15711899999999979),2515203,SÃO SEBASTIÃO DO UMBUZEIRO,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.23043299999999789 -7.08711100000000016),2515302,SAPÉ,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-36.41076400000000035 -6.85690899999999992),2515401,SERIDÓ,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-36.65566700000000111 -7.48050299999999968),2515500,SERRA BRANCA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.4427390000000031 -6.68551800000000007),2515609,SERRA DA RAIZ,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-38.3748950000000022 -7.21414799999999978),2515708,SERRA GRANDE,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.67426999999999992 -7.18254899999999985),2515807,SERRA REDONDA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.64414299999999969 -6.81708900000000018),2515906,SERRARIA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.44175099999999645 -6.75079799999999963),2515930,SERTÃOZINHO,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.23819499999999749 -7.14457599999999982),2515971,SOBRADO,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.6561579999999978 -6.75989799999999974),2516003,SOLÂNEA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-36.36266499999999979 -7.05874100000000038),2516102,SOLEDADE,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-36.24822400000000044 -6.76752800000000043),2516151,SOSSÊGO,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-38.22960499999999939 -6.76337800000000033),2516201,SOUSA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Point (-36.88027600000000206 -7.67105399999999982),2516300,SUMÉ,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.63883700000000232 -6.48891699999999982),2516409,TACIMA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-36.82899900000000315 -7.20953900000000036),2516508,TAPEROÁ,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-37.8785919999999976 -7.63570800000000016),2516607,TAVARES,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-37.25156199999999984 -7.22370300000000043),2516706,TEIXEIRA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-36.62800000000000011 -6.93825999999999965),2516755,TENÓRIO,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-38.59809800000000024 -6.57683600000000013),2516805,TRIUNFO,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-38.40702699999999936 -6.52492699999999992),2516904,UIRAÚNA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-35.67147099999999682 -7.69820599999999988),2517001,UMBUZEIRO,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-36.99272100000000307 -6.77080699999999958),2517100,VÁRZEA,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point (-38.27784299999999718 -6.54571400000000025),2517209,VIEIRÓPOLIS,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
